"ROW_ID"	"ROW_VERSION"	"pair_barcode"	"cellularity"	"ploidy"	"slpp"
"720"	"1"	"GLSS-HF-1CCD-R2-01-NB-01D-WXS"	"0.46"	"2.2"	"0.276334912812149"
"721"	"1"	"GLSS-HF-1DDC-R1-01-NB-01D-WXS"	"0.83"	"2.1"	"0.111593517876024"
"722"	"1"	"GLSS-HF-1DDC-TP-01-NB-01D-WXS"	"0.85"	"2.1"	"0.188722678873861"
"723"	"1"	"GLSS-HF-47E9-R1-01-NB-01D-WXS"	"0.63"	"2.5"	"0.286454402026698"
"724"	"1"	"GLSS-HF-47E9-TP-01-NB-01D-WXS"	"0.89"	"2.1"	"0.731935884623621"
"725"	"1"	"GLSS-HF-4B46-R1-01-NB-01D-WXS"	"0.95"	"2.3"	"0.535755039555074"
"726"	"1"	"GLSS-HF-4B46-TP-01-NB-01D-WXS"	"0.68"	"5.8"	"0.13445664307771"
"727"	"1"	"GLSS-HF-4D9A-R1-01-NB-01D-WXS"	"0.75"	"2.4"	"0.031305059105657"
"728"	"1"	"GLSS-HF-4D9A-TP-01-NB-01D-WXS"	"0.43"	"2.2"	"0.291078011113129"
"729"	"1"	"GLSS-HF-4F0A-R1-01-NB-01D-WXS"	"0.65"	"2.1"	"0.0889205038930915"
"730"	"1"	"GLSS-HF-4F0A-R2-01-NB-01D-WXS"	"0.96"	"2.1"	"0.782508762025457"
"731"	"1"	"GLSS-HF-4F0A-TP-01-NB-01D-WXS"	"0.75"	"2.2"	"0.10427236772759"
"732"	"1"	"GLSS-HF-4FBF-R1-01-NB-01D-WXS"	"0.74"	"4.1"	"0.0324043024779514"
"733"	"1"	"GLSS-HF-4FBF-R2-01-NB-01D-WXS"	"0.85"	"2.6"	"0.358153827772645"
"734"	"1"	"GLSS-HF-50F3-R2-01-NB-01D-WXS"	"0.43"	"2.8"	"0.105115531796313"
"735"	"1"	"GLSS-HF-50F3-TP-01-NB-01D-WXS"	"0.94"	"3.4"	"0.0476008992816312"
"736"	"1"	"GLSS-HF-57AE-R1-01-NB-01D-WXS"	"0.33"	"2.1"	"0.11948332385626"
"737"	"1"	"GLSS-HF-57AE-R2-01-NB-01D-WXS"	"0.88"	"2.2"	"0.4723164389904"
"738"	"1"	"GLSS-HF-57AE-TP-01-NB-01D-WXS"	"0.53"	"2.2"	"0.0402676466427627"
"739"	"1"	"GLSS-HF-6504-R1-01-NB-01D-WXS"	"0.3"	"2.3"	"0.219975562157064"
"740"	"1"	"GLSS-HF-6504-TP-01-NB-01D-WXS"	"0.35"	"2.1"	"0.161785835221585"
"741"	"1"	"GLSS-HF-6658-R1-01-NB-01D-WXS"	"0.72"	"2"	"0.302001496809958"
"742"	"1"	"GLSS-HF-6658-TP-01-NB-01D-WXS"	"0.68"	"2.1"	"0.306864804412713"
"743"	"1"	"GLSS-HF-753F-R2-01-NB-01D-WXS"	"0.83"	"2.7"	"0.346931923797526"
"744"	"1"	"GLSS-HF-753F-R4-01-NB-01D-WXS"	"0.66"	"2.2"	"0.0953927172038407"
"745"	"1"	"GLSS-HF-753F-R5-01-NB-01D-WXS"	"0.84"	"2.5"	"0.39604536132209"
"746"	"1"	"GLSS-HF-7CAC-R1-01-NB-01D-WXS"	"0.78"	"2.9"	"0.429518899164794"
"747"	"1"	"GLSS-HF-7CAC-TP-01-NB-01D-WXS"	"0.57"	"2.3"	"0.330874752332656"
"748"	"1"	"GLSS-HF-8FCD-R1-01-NB-01D-WXS"	"0.79"	"2.7"	"0.317855052307728"
"749"	"1"	"GLSS-HF-8FCD-TP-01-NB-01D-WXS"	"0.1"	"6.2"	"0.061678838430564"
"750"	"1"	"GLSS-HF-9A7A-R1-01-NB-01D-WXS"	"0.49"	"3.2"	"0.211235773245318"
"751"	"1"	"GLSS-HF-9A7A-R2-01-NB-01D-WXS"	"0.8"	"4.1"	"0.0719945847421117"
"752"	"1"	"GLSS-HF-9A7A-TP-01-NB-01D-WXS"	"0.66"	"3.6"	"0.277524151111261"
"753"	"1"	"GLSS-HF-B30B-R2-01-NB-01D-WXS"	"0.82"	"2.6"	"0.40052283573712"
"754"	"1"	"GLSS-HF-B30B-TP-01-NB-01D-WXS"	"0.75"	"2.7"	"0.38432268694478"
"755"	"1"	"GLSS-HF-B92C-R2-01-NB-01D-WXS"	"0.8"	"5.2"	"0.0766944902524615"
"756"	"1"	"GLSS-HF-B92C-TP-01-NB-01D-WXS"	"0.68"	"2.6"	"0.58516357886206"
"757"	"1"	"GLSS-HF-B972-R1-01-NB-01D-WXS"	"0.6"	"2.4"	"0.365069996177154"
"758"	"1"	"GLSS-HF-B972-TP-01-NB-01D-WXS"	"0.94"	"2.2"	"0.271031425137294"
"759"	"1"	"GLSS-HF-BCDE-R3-01-NB-01D-WXS"	"0.88"	"2.1"	"0.505059950629546"
"760"	"1"	"GLSS-HF-BCDE-TP-01-NB-01D-WXS"	"0.92"	"2.3"	"0.661572883430576"
"761"	"1"	"GLSS-HF-DCED-R1-01-NB-01D-WXS"	"0.96"	"3"	"0.997228517934652"
"762"	"1"	"GLSS-HF-DCED-R2-01-NB-01D-WXS"	"0.84"	"2.5"	"0.293898906010763"
"763"	"1"	"GLSS-HF-DE05-R1-01-NB-01D-WXS"	"0.82"	"2.5"	"0.441522126006065"
"764"	"1"	"GLSS-HF-DE05-TP-01-NB-01D-WXS"	"0.86"	"2.7"	"0.660489606537872"
"765"	"1"	"GLSS-HF-DF35-R1-01-NB-01D-WXS"	"0.35"	"2.1"	"0.154751341886183"
"766"	"1"	"GLSS-HF-DF35-TP-01-NB-01D-WXS"	"0.9"	"2.4"	"0.526998387951104"
"767"	"1"	"GLSS-HF-E6BA-R1-01-NB-01D-WXS"	"0.7"	"2.2"	"0.16153942152933"
"768"	"1"	"GLSS-HF-E6BA-R2-01-NB-01D-WXS"	"0.83"	"2.6"	"0.410129225747785"
"769"	"1"	"GLSS-HF-EE74-R1-01-NB-01D-WXS"	"0.64"	"7"	"0.0934016492518835"
"770"	"1"	"GLSS-HF-EE74-TP-01-NB-01D-WXS"	"0.64"	"4.2"	"0.275804242849035"
"771"	"1"	"GLSS-HF-EE77-R1-01-NB-01D-WXS"	"0.38"	"2.3"	"0.226029865858917"
"772"	"1"	"GLSS-HF-EE77-R2-01-NB-01D-WXS"	"0.38"	"2.1"	"0.0631071734224183"
"773"	"1"	"GLSS-HF-EE77-R3-01-NB-01D-WXS"	"0.66"	"2.2"	"0.440368507484025"
"774"	"1"	"GLSS-HF-F922-R1-01-NB-01D-WXS"	"0.8"	"4.9"	"0.0838183064207936"
"775"	"1"	"GLSS-HF-F922-R2-01-NB-01D-WXS"	"0.82"	"6.2"	"0.0700053042861077"
"776"	"1"	"GLSS-HF-F922-TP-01-NB-01D-WXS"	"0.87"	"5.8"	"0.199615778364118"
