array	sample	call.status	purity	ploidy	Genome.doublings	Coverage.for.80..power	Cancer.DNA.fraction	Subclonal.genome.fraction	solution
TCGA-HT-7470-01	TCGA-HT-7470-01A-12D-2085-01	called	0.83	3.96	1	18	0.91	0.12	new
TCGA-HT-7471-01	TCGA-HT-7471-01A-11D-2252-01	called	0.93	1.95	0	8	0.93	0.12	new
TCGA-HT-7472-01	TCGA-HT-7472-01A-11D-2023-01	called	0.71	1.98	0	11	0.7	0.05	new
TCGA-HT-7473-01	TCGA-HT-7473-01A-11D-2023-01	called	0.74	2.1	0	11	0.75	0.04	new
TCGA-HT-7474-01	TCGA-HT-7474-01A-11D-2023-01	called	0.61	2.01	0	13	0.61	0.08	new
TCGA-HT-7475-01	TCGA-HT-7475-01A-11D-2023-01	called	0.84	2.03	0	10	0.84	0.03	new
TCGA-HT-7476-01	TCGA-HT-7476-01A-11D-2023-01	called	0.71	2.03	0	12	0.71	0.06	new
TCGA-HT-7477-01	TCGA-HT-7477-01B-11D-A288-01	called	0.74	3.7	1	18	0.84	0.44	new
TCGA-HT-7478-01	TCGA-HT-7478-01A-11D-2023-01	called	0.62	1.97	0	13	0.62	0.02	new
TCGA-HT-7479-01	TCGA-HT-7479-01A-11D-2023-01	called	0.53	2.07	0	16	0.53	0	new
TCGA-HT-7480-01	TCGA-HT-7480-01A-11D-2085-01	called	0.89	1.92	0	8	0.89	0.06	new
TCGA-HT-7481-01	TCGA-HT-7481-01A-11D-2023-01	called	0.58	1.95	0	14	0.57	0	new
TCGA-HT-7482-01	TCGA-HT-7482-01A-11D-2023-01	called	0.65	2.02	0	12	0.66	0.04	new
TCGA-HT-7485-01	TCGA-HT-7485-01A-11D-2023-01	called	0.79	1.99	0	10	0.79	0.01	new
TCGA-HT-7601-01	TCGA-HT-7601-01A-11D-2085-01	called	0.65	2	0	12	0.65	0	new
TCGA-HT-7602-01	TCGA-HT-7602-01A-21D-2085-01	called	0.47	2	0	17	0.48	0.03	new
TCGA-HT-7603-01	TCGA-HT-7603-01A-21D-2085-01	called	0.59	1.97	0	14	0.59	0.01	new
TCGA-HT-7605-01	TCGA-HT-7605-01A-11D-2085-01	called	0.68	1.95	0	12	0.68	0.03	new
TCGA-HT-7606-01	TCGA-HT-7606-01A-11D-2085-01	called	0.93	1.87	0	8	0.92	0.09	new
TCGA-HT-7607-01	TCGA-HT-7607-01A-11D-2085-01	called	0.36	1.96	0	27	0.35	0	new
TCGA-HT-7609-01	TCGA-HT-7609-01A-11D-2085-01	called	0.19	1.97	0	57	0.19	0.18	new
TCGA-HT-7610-01	TCGA-HT-7610-01A-21D-2085-01	called	0.61	2.03	0	13	0.61	0.03	new
TCGA-HT-7611-01	TCGA-HT-7611-01A-11D-2391-01	called	0.65	3.95	1	21	0.78	0.04	new
TCGA-HT-7616-01	TCGA-HT-7616-01A-11D-2252-01	called	0.79	1.89	0	10	0.78	0.06	new
TCGA-HT-7620-01	TCGA-HT-7620-01A-11D-2252-01	called	0.42	1.94	0	20	0.41	0	new
TCGA-HT-7676-01	TCGA-HT-7676-01A-11D-2391-01	called	0.71	4.04	1	20	0.83	0.01	new
TCGA-HT-7677-01	TCGA-HT-7677-01A-11D-2252-01	called	0.77	3.91	1	19	0.87	0.03	new
TCGA-HT-7680-01	TCGA-HT-7680-01A-11D-2252-01	called	0.23	2	0	46	0.23	0	new
TCGA-HT-7681-01	TCGA-HT-7681-01A-11D-2391-01	called	0.73	1.94	0	11	0.72	0	new
TCGA-HT-7684-01	TCGA-HT-7684-01A-11D-2252-01	called	0.61	2.05	0	13	0.62	0.03	new
TCGA-HT-7686-01	TCGA-HT-7686-01A-11D-2252-01	called	0.56	3.96	1	27	0.72	0.1	new
TCGA-HT-7687-01	TCGA-HT-7687-01A-11D-2252-01	called	0.85	1.95	0	9	0.85	0.94	new
TCGA-HT-7688-01	TCGA-HT-7688-01A-11D-2252-01	called	0.52	3.82	1	28	0.67	0.41	new
TCGA-HT-7689-01	TCGA-HT-7689-01A-11D-2252-01	called	0.72	1.91	0	11	0.71	0.24	new
TCGA-HT-7690-01	TCGA-HT-7690-01A-11D-2252-01	called	0.79	1.88	0	10	0.78	0.03	new
TCGA-HT-7691-01	TCGA-HT-7691-01A-11D-2252-01	called	0.5	2	0	16	0.5	0	new
TCGA-HT-7692-01	TCGA-HT-7692-01A-12D-2252-01	called	0.9	1.92	0	8	0.9	0.15	new
TCGA-HT-7693-01	TCGA-HT-7693-01A-11D-2252-01	called	0.93	2.04	0	9	0.93	0.07	new
TCGA-HT-7694-01	TCGA-HT-7694-01A-11D-2252-01	called	0.46	1.95	0	18	0.45	0.06	new
TCGA-HT-7695-01	TCGA-HT-7695-01A-11D-2252-01	called	0.77	1.95	0	10	0.76	0	new
TCGA-HT-7854-01	TCGA-HT-7854-01A-11D-2252-01	called	0.42	2	0	20	0.42	0	new
TCGA-HT-7855-01	TCGA-HT-7855-01A-11D-2391-01	called	0.91	2.03	0	9	0.91	0.16	new
TCGA-HT-7856-01	TCGA-HT-7856-01A-11D-2391-01	called	0.35	3.87	1	40	0.51	0.06	new
TCGA-HT-7857-01	TCGA-HT-7857-01A-11D-2391-01	called	0.41	3.85	1	35	0.58	0.18	new
TCGA-HT-7858-01	TCGA-HT-7858-01A-11D-2391-01	called	0.61	1.98	0	13	0.61	0.07	new
TCGA-HT-7860-01	TCGA-HT-7860-01A-11D-2391-01	called	0.73	2.04	0	11	0.74	0	new
TCGA-HT-7873-01	TCGA-HT-7873-01B-11D-2391-01	called	0.82	2.01	0	10	0.83	0.04	new
TCGA-HT-7874-01	TCGA-HT-7874-01A-11D-2391-01	called	0.43	1.94	0	19	0.42	0	new
TCGA-HT-7875-01	TCGA-HT-7875-01A-11D-2391-01	called	0.85	3.88	1	17	0.92	0.04	new
TCGA-HT-7877-01	TCGA-HT-7877-01A-11D-2391-01	called	0.66	1.93	0	12	0.66	0	new
TCGA-HT-7879-01	TCGA-HT-7879-01A-11D-2391-01	called	0.68	3.97	1	20	0.81	0.03	new
TCGA-HT-7880-01	TCGA-HT-7880-01A-11D-2391-01	called	0.87	2	0	9	0.87	0.04	new
TCGA-HT-7881-01	TCGA-HT-7881-01A-11D-2391-01	called	0.43	1.94	0	19	0.42	0	new
TCGA-HT-7882-01	TCGA-HT-7882-01A-11D-2391-01	called	0.27	2.03	0	39	0.27	0.01	new
TCGA-HT-7884-01	TCGA-HT-7884-01B-11D-2391-01	called	0.59	3.95	1	25	0.74	0.12	new
TCGA-HT-7902-01	TCGA-HT-7902-01A-12D-2391-01	called	0.22	3.68	1	59	0.34	0.3	new
TCGA-HT-8010-01	TCGA-HT-8010-01A-11D-2391-01	called	0.43	3.87	1	34	0.6	0	new
TCGA-HT-8011-01	TCGA-HT-8011-01A-11D-2391-01	called	0.85	2.11	0	10	0.85	0.05	new
TCGA-HT-8012-01	TCGA-HT-8012-01A-11D-2391-01	called	0.89	1.92	0	9	0.88	0	new
TCGA-HT-8013-01	TCGA-HT-8013-01A-11D-2391-01	called	0.84	2.1	0	10	0.85	0.01	new
TCGA-HT-8015-01	TCGA-HT-8015-01B-11D-A288-01	called	0.32	2	0	32	0.32	0	new
TCGA-HT-8018-01	TCGA-HT-8018-01A-11D-2391-01	called	0.25	3.91	1	53	0.4	0.2	new
TCGA-HT-8104-01	TCGA-HT-8104-01A-11D-2391-01	called	0.75	1.99	0	11	0.75	0.02	new
TCGA-HT-8105-01	TCGA-HT-8105-01A-11D-2391-01	called	0.73	3.89	1	19	0.84	0.16	new
TCGA-HT-8106-01	TCGA-HT-8106-01A-11D-2391-01	called	0.2	3.77	1	65	0.31	0.26	new
TCGA-HT-8107-01	TCGA-HT-8107-01A-13D-2391-01	called	0.31	2	0	33	0.31	0	new
TCGA-HT-8108-01	TCGA-HT-8108-01A-11D-2391-01	called	0.84	2	0	9	0.84	0.09	new
TCGA-HT-8109-01	TCGA-HT-8109-01A-11D-2391-01	called	0.66	1.94	0	12	0.66	0.05	new
TCGA-HT-8110-01	TCGA-HT-8110-01A-11D-2391-01	called	0.57	1.97	0	14	0.57	0	new
TCGA-HT-8111-01	TCGA-HT-8111-01A-11D-2391-01	called	0.43	4.14	1	35	0.61	0.18	new
TCGA-HT-8113-01	TCGA-HT-8113-01A-11D-2391-01	called	0.34	1.94	0	30	0.33	0.01	new
TCGA-HT-8114-01	TCGA-HT-8114-01A-11D-2391-01	called	0.62	2.05	0	13	0.62	0.03	new
TCGA-HT-8563-01	TCGA-HT-8563-01A-11D-2391-01	called	0.46	1.95	0	18	0.45	0.03	new
TCGA-HT-8564-01	TCGA-HT-8564-01A-11D-2391-01	called	0.66	3.45	1	19	0.77	0.24	new
TCGA-HT-A4DS-01	TCGA-HT-A4DS-01A-11D-A26L-01	called	0.8	2.13	0	11	0.81	0.36	new
TCGA-HT-A5R5-01	TCGA-HT-A5R5-01A-11D-A288-01	called	0.17	4.25	1	78	0.3	0.08	new
TCGA-HT-A5R7-01	TCGA-HT-A5R7-01A-11D-A288-01	called	0.9	3.97	1	17	0.95	0.29	new
TCGA-HT-A5R9-01	TCGA-HT-A5R9-01A-11D-A288-01	called	0.84	1.93	0	9	0.84	0.02	new
TCGA-HT-A5RA-01	TCGA-HT-A5RA-01A-11D-A288-01	called	0.85	1.97	0	9	0.85	0.01	new
TCGA-HT-A5RB-01	TCGA-HT-A5RB-01A-11D-A288-01	called	0.84	1.96	0	9	0.84	0.05	new
TCGA-HT-A5RC-01	TCGA-HT-A5RC-01A-11D-A288-01	called	0.72	2.02	0	11	0.72	0	new
TCGA-HT-A614-01	TCGA-HT-A614-01A-11D-A323-01	called	0.81	1.99	0	10	0.81	0.11	new
TCGA-HT-A615-01	TCGA-HT-A615-01A-11D-A323-01	called	0.59	3.87	1	24	0.74	0.02	new
TCGA-HT-A616-01	TCGA-HT-A616-01A-11D-A323-01	called	0.54	4.14	1	29	0.71	0.05	new
TCGA-HT-A617-01	TCGA-HT-A617-01A-11D-A323-01	called	0.76	3.85	1	19	0.86	0.04	new
TCGA-HT-A618-01	TCGA-HT-A618-01A-11D-A323-01	called	0.54	3.77	1	26	0.69	0.12	new
TCGA-HT-A61C-01	TCGA-HT-A61C-01A-11D-A323-01	called	0.82	1.95	0	9	0.82	0.02	new
TCGA-HT-A74H-01	TCGA-HT-A74H-01A-11D-A32A-01	called	0.68	4.01	1	21	0.81	0	new
TCGA-HT-A74J-01	TCGA-HT-A74J-01A-12D-A32A-01	called	0.78	2.12	0	11	0.79	0.06	new
TCGA-HT-A74K-01	TCGA-HT-A74K-01A-11D-A32A-01	called	0.65	3.78	1	20	0.78	0.23	new
TCGA-HT-A74L-01	TCGA-HT-A74L-01A-11D-A32A-01	called	0.83	3.9	1	18	0.91	0.02	new
TCGA-HT-A74O-01	TCGA-HT-A74O-01A-11D-A32A-01	called	0.83	2.05	0	10	0.83	0.01	new
TCGA-HW-7486-01	TCGA-HW-7486-01A-11D-2023-01	called	0.56	1.95	0	14	0.56	0	new
TCGA-HW-7487-01	TCGA-HW-7487-01A-11D-2023-01	called	0.56	3.82	1	26	0.71	0.01	new
TCGA-HW-7489-01	TCGA-HW-7489-01A-11D-2023-01	called	0.51	3.94	1	29	0.67	0.12	new
TCGA-HW-7491-01	TCGA-HW-7491-01A-11D-2023-01	called	0.93	1.81	0	8	0.92	0.01	new
TCGA-HW-7493-01	TCGA-HW-7493-01A-11D-2023-01	called	0.67	2.01	0	12	0.67	0.1	new
TCGA-HW-7495-01	TCGA-HW-7495-01A-11D-2023-01	called	0.72	1.97	0	11	0.72	0.01	new
TCGA-HW-8319-01	TCGA-HW-8319-01A-11D-2391-01	called	0.81	2.03	0	10	0.82	0.02	new
TCGA-HW-8320-01	TCGA-HW-8320-01A-11D-2391-01	called	0.31	3.95	1	45	0.47	0.12	new
TCGA-HW-8321-01	TCGA-HW-8321-01A-11D-2391-01	called	0.75	1.98	0	11	0.75	0.05	new
TCGA-HW-8322-01	TCGA-HW-8322-01A-11D-2391-01	called	0.82	3.9	1	18	0.9	0.03	new
TCGA-HW-A5KJ-01	TCGA-HW-A5KJ-01A-12D-A27J-01	called	0.82	1.96	0	9	0.82	0.02	new
TCGA-HW-A5KK-01	TCGA-HW-A5KK-01A-11D-A27J-01	called	0.3	1.88	0	34	0.29	0.04	new
TCGA-HW-A5KL-01	TCGA-HW-A5KL-01A-11D-A27J-01	called	0.79	2	0	10	0.79	0.07	new
TCGA-HW-A5KM-01	TCGA-HW-A5KM-01A-11D-A27J-01	called	0.77	2.02	0	10	0.78	0.01	new
TCGA-IK-7675-01	TCGA-IK-7675-01A-11D-2085-01	called	1	1.89	0	7	1	0.12	new
TCGA-KT-A74X-01	TCGA-KT-A74X-01A-11D-A32A-01	called	0.87	1.87	0	9	0.86	0	new
TCGA-KT-A7W1-01	TCGA-KT-A7W1-01A-11D-A349-01	called	0.88	2.04	0	9	0.89	0	new
TCGA-P5-A5ET-01	TCGA-P5-A5ET-01A-11D-A27J-01	called	0.84	1.95	0	9	0.84	0	new
TCGA-P5-A5EU-01	TCGA-P5-A5EU-01A-11D-A27J-01	called	0.75	3.63	1	18	0.84	0.1	new
TCGA-P5-A5EV-01	TCGA-P5-A5EV-01A-11D-A27J-01	called	0.82	1.94	0	9	0.81	0.1	new
TCGA-P5-A5EW-01	TCGA-P5-A5EW-01A-11D-A27J-01	called	0.84	1.99	0	9	0.84	0.07	new
TCGA-P5-A5EX-01	TCGA-P5-A5EX-01A-12D-A288-01	called	0.71	1.9	0	11	0.69	0	new
TCGA-P5-A5EZ-01	TCGA-P5-A5EZ-01A-11D-A27J-01	called	0.64	1.98	0	12	0.64	0.39	new
TCGA-P5-A5F0-01	TCGA-P5-A5F0-01A-11D-A288-01	called	0.76	2	0	10	0.77	0	new
TCGA-P5-A5F1-01	TCGA-P5-A5F1-01A-11D-A288-01	called	0.79	2.07	0	10	0.8	0.05	new
TCGA-P5-A5F2-01	TCGA-P5-A5F2-01A-11D-A288-01	called	0.61	3.85	1	21	0.75	0.05	new
TCGA-P5-A5F4-01	TCGA-P5-A5F4-01A-11D-A288-01	called	0.6	3.8	1	21	0.74	0.2	new
TCGA-P5-A5F6-01	TCGA-P5-A5F6-01A-11D-A288-01	called	0.88	1.52	0	7	0.85	0.07	new
TCGA-P5-A72U-01	TCGA-P5-A72U-01A-31D-A32A-01	called	0.46	2.01	0	18	0.46	0	new
TCGA-P5-A72W-01	TCGA-P5-A72W-01A-11D-A32A-01	called	0.81	3.84	1	18	0.89	0.05	new
TCGA-P5-A72X-01	TCGA-P5-A72X-01A-11D-A32A-01	called	0.73	2.01	0	11	0.73	0.01	new
TCGA-P5-A72Z-01	TCGA-P5-A72Z-01A-11D-A32A-01	called	0.97	1.87	0	7	0.96	0	new
TCGA-P5-A730-01	TCGA-P5-A730-01A-11D-A32A-01	called	0.86	1.95	0	9	0.86	0	new
TCGA-P5-A731-01	TCGA-P5-A731-01A-11D-A32A-01	called	0.84	2.01	0	9	0.84	0.01	new
TCGA-P5-A733-01	TCGA-P5-A733-01A-11D-A32A-01	called	0.64	3.91	1	21	0.78	0.09	new
TCGA-P5-A735-01	TCGA-P5-A735-01A-11D-A32A-01	called	0.86	2	0	9	0.86	0.06	new
TCGA-P5-A736-01	TCGA-P5-A736-01A-11D-A32A-01	called	0.34	4.06	1	42	0.51	0.09	new
TCGA-P5-A737-01	TCGA-P5-A737-01A-11D-A32A-01	called	0.93	1.91	0	8	0.93	0.08	new
TCGA-P5-A77W-01	TCGA-P5-A77W-01A-11D-A32A-01	called	0.68	3.67	1	19	0.79	0.03	new
TCGA-P5-A77X-01	TCGA-P5-A77X-01A-11D-A32A-01	called	0.84	1.93	0	9	0.83	0	new
TCGA-P5-A780-01	TCGA-P5-A780-01A-12D-A32A-01	called	0.57	3.75	1	24	0.71	0.1	new
TCGA-P5-A781-01	TCGA-P5-A781-01A-11D-A32A-01	called	0.76	1.93	0	10	0.76	0.01	new
TCGA-QH-A65R-01	TCGA-QH-A65R-01A-21D-A31K-01	called	0.73	3.83	1	19	0.84	0	new
TCGA-QH-A65S-01	TCGA-QH-A65S-01A-11D-A323-01	called	0.53	3.95	1	28	0.69	0.09	new
TCGA-QH-A65V-01	TCGA-QH-A65V-01A-11D-A323-01	called	0.72	1.95	0	11	0.71	0	new
TCGA-QH-A65X-01	TCGA-QH-A65X-01A-11D-A32A-01	called	0.88	1.98	0	9	0.87	0	new
TCGA-QH-A65Z-01	TCGA-QH-A65Z-01A-11D-A323-01	called	0.9	1.91	0	8	0.9	0	new
TCGA-QH-A6CS-01	TCGA-QH-A6CS-01A-11D-A31K-01	called	0.95	5.9	2	30	0.98	0	new
TCGA-QH-A6CU-01	TCGA-QH-A6CU-01A-11D-A31K-01	called	0.72	1.97	0	11	0.72	0	new
TCGA-QH-A6CV-01	TCGA-QH-A6CV-01A-11D-A31K-01	called	0.57	4.63	2	31	0.76	0.25	new
TCGA-QH-A6CW-01	TCGA-QH-A6CW-01A-11D-A32A-01	called	0.87	2.04	0	9	0.87	0.16	new
TCGA-QH-A6CX-01	TCGA-QH-A6CX-01A-11D-A32A-01	called	0.66	3.94	1	21	0.79	0.01	new
TCGA-QH-A6CY-01	TCGA-QH-A6CY-01A-11D-A32A-01	called	0.7	1.9	0	11	0.69	0	new
TCGA-QH-A6CZ-01	TCGA-QH-A6CZ-01A-11D-A32A-01	called	0.85	3.85	1	17	0.92	0.13	new
TCGA-QH-A6X3-01	TCGA-QH-A6X3-01A-21D-A32A-01	called	0.86	2.01	0	9	0.86	0.01	new
TCGA-QH-A6X4-01	TCGA-QH-A6X4-01A-51D-A32A-01	called	0.84	1.87	0	9	0.83	0	new
TCGA-QH-A6X5-01	TCGA-QH-A6X5-01A-12D-A32A-01	called	0.7	1.94	0	11	0.69	0.03	new
TCGA-QH-A6X8-01	TCGA-QH-A6X8-01A-12D-A32A-01	called	0.82	1.87	0	9	0.81	0	new
TCGA-QH-A6X9-01	TCGA-QH-A6X9-01A-12D-A32A-01	called	0.67	4.08	1	21	0.81	0.09	new
TCGA-QH-A6XA-01	TCGA-QH-A6XA-01A-12D-A32A-01	called	0.38	4.04	1	39	0.55	0.05	new
TCGA-QH-A6XC-01	TCGA-QH-A6XC-01A-12D-A32A-01	called	0.73	2.1	0	11	0.74	0.03	new
TCGA-QH-A86X-01	TCGA-QH-A86X-01A-11D-A36N-01	called	0.81	3.89	1	18	0.89	0	new
TCGA-QH-A870-01	TCGA-QH-A870-01A-11D-A36N-01	called	0.74	1.96	0	11	0.74	0.01	new
TCGA-R8-A6MK-01	TCGA-R8-A6MK-01A-11D-A32A-01	called	0.71	3.86	1	19	0.82	0	new
TCGA-R8-A6MO-01	TCGA-R8-A6MO-01A-11D-A33S-01	called	0.74	1.94	0	11	0.73	0.01	new
TCGA-RY-A83X-01	TCGA-RY-A83X-01A-11D-A36N-01	called	0.82	1.9	0	9	0.81	0.01	new
TCGA-RY-A83Y-01	TCGA-RY-A83Y-01A-11D-A36N-01	called	0.89	1.94	0	9	0.88	0	new
TCGA-RY-A83Z-01	TCGA-RY-A83Z-01A-11D-A36N-01	called	0.88	1.84	0	8	0.87	0.11	new
TCGA-RY-A840-01	TCGA-RY-A840-01A-11D-A36N-01	called	0.94	1.95	0	8	0.93	0	new
TCGA-RY-A843-01	TCGA-RY-A843-01A-11D-A36N-01	called	0.64	2	0	13	0.64	0	new
TCGA-RY-A845-01	TCGA-RY-A845-01A-11D-A36N-01	called	0.83	2.06	0	10	0.83	0.03	new
TCGA-RY-A847-01	TCGA-RY-A847-01A-11D-A36N-01	called	0.83	1.95	0	9	0.83	0.01	new
TCGA-S9-A6TS-01	TCGA-S9-A6TS-01A-12D-A33S-01	called	0.81	1.96	0	10	0.81	0.28	new
TCGA-S9-A6TU-01	TCGA-S9-A6TU-01A-12D-A32A-01	called	0.71	4.02	1	20	0.83	0.02	new
TCGA-S9-A6TV-01	TCGA-S9-A6TV-01A-12D-A34I-01	called	0.86	1.9	0	9	0.85	0.02	new
TCGA-S9-A6TW-01	TCGA-S9-A6TW-01A-12D-A32A-01	called	0.63	1.9	0	12	0.62	0.02	new
TCGA-S9-A6TX-01	TCGA-S9-A6TX-01A-21D-A32A-01	called	0.82	1.92	0	9	0.81	0.04	new
TCGA-S9-A6TY-01	TCGA-S9-A6TY-01A-12D-A32A-01	called	0.83	2.1	0	10	0.83	0.06	new
TCGA-S9-A6TZ-01	TCGA-S9-A6TZ-01A-21D-A32A-01	called	0.72	3.91	1	19	0.83	0.01	new
TCGA-S9-A6U0-01	TCGA-S9-A6U0-01A-12D-A32A-01	called	0.9	4	1	17	0.95	0	new
TCGA-S9-A6U1-01	TCGA-S9-A6U1-01A-21D-A33S-01	called	0.29	4.07	1	48	0.46	0.1	new
TCGA-S9-A6U2-01	TCGA-S9-A6U2-01A-21D-A33S-01	called	0.77	1.92	0	10	0.76	0	new
TCGA-S9-A6U5-01	TCGA-S9-A6U5-01A-12D-A33S-01	called	0.84	1.94	0	9	0.83	0	new
TCGA-S9-A6U6-01	TCGA-S9-A6U6-01A-12D-A33S-01	called	0.42	3.98	1	35	0.59	0.14	new
TCGA-S9-A6U8-01	TCGA-S9-A6U8-01A-21D-A33S-01	called	0.58	4	1	26	0.74	0	new
TCGA-S9-A6U9-01	TCGA-S9-A6U9-01A-11D-A32A-01	called	0.73	2	0	11	0.73	0.03	new
TCGA-S9-A6UA-01	TCGA-S9-A6UA-01A-12D-A33S-01	called	0.39	4.09	1	38	0.57	0.07	new
TCGA-S9-A6UB-01	TCGA-S9-A6UB-01A-21D-A33S-01	called	0.89	1.92	0	8	0.89	0.01	new
TCGA-S9-A6WD-01	TCGA-S9-A6WD-01A-12D-A33S-01	called	0.71	2.93	1	15	0.78	0.57	new
TCGA-S9-A6WE-01	TCGA-S9-A6WE-01A-12D-A33S-01	called	0.88	1.94	0	9	0.87	0	new
TCGA-S9-A6WG-01	TCGA-S9-A6WG-01A-11D-A33S-01	called	0.75	4.02	1	19	0.86	0.11	new
TCGA-S9-A6WH-01	TCGA-S9-A6WH-01A-12D-A33S-01	called	0.86	3.91	1	17	0.92	0.23	new
TCGA-S9-A6WI-01	TCGA-S9-A6WI-01A-21D-A33S-01	called	0.25	1.91	0	43	0.24	0.05	new
TCGA-S9-A6WL-01	TCGA-S9-A6WL-01A-21D-A33S-01	called	0.73	1.86	0	10	0.72	0.04	new
TCGA-S9-A6WM-01	TCGA-S9-A6WM-01A-12D-A33S-01	called	0.88	1.93	0	9	0.88	0.48	new
TCGA-S9-A6WN-01	TCGA-S9-A6WN-01A-12D-A33S-01	called	0.47	1.92	0	17	0.46	0	new
TCGA-S9-A6WO-01	TCGA-S9-A6WO-01A-21D-A349-01	called	0.41	4.21	1	37	0.6	0.11	new
TCGA-S9-A6WP-01	TCGA-S9-A6WP-01A-12D-A349-01	called	0.7	3.78	1	19	0.81	0.05	new
TCGA-S9-A6WQ-01	TCGA-S9-A6WQ-01A-12D-A349-01	called	0.47	3.89	1	31	0.63	0.07	new
TCGA-S9-A7IQ-01	TCGA-S9-A7IQ-01A-21D-A349-01	called	0.5	1.99	0	16	0.5	0	new
TCGA-S9-A7IS-01	TCGA-S9-A7IS-01A-11D-A349-01	called	0.84	1.91	0	9	0.84	0.01	new
TCGA-S9-A7IX-01	TCGA-S9-A7IX-01A-12D-A349-01	called	0.63	1.85	0	12	0.61	0.03	new
TCGA-S9-A7IY-01	TCGA-S9-A7IY-01A-11D-A349-01	called	0.63	3.89	1	21	0.77	0.04	new
TCGA-S9-A7IZ-01	TCGA-S9-A7IZ-01A-11D-A349-01	called	0.6	4.09	1	26	0.75	0.03	new
TCGA-S9-A7J0-01	TCGA-S9-A7J0-01A-11D-A349-01	called	0.83	3.87	1	18	0.91	0.35	new
TCGA-S9-A7J1-01	TCGA-S9-A7J1-01A-21D-A34I-01	called	0.76	1.94	0	10	0.76	0.02	new
TCGA-S9-A7J2-01	TCGA-S9-A7J2-01A-11D-A349-01	called	0.89	3.89	1	17	0.94	0.01	new
TCGA-S9-A7J3-01	TCGA-S9-A7J3-01A-21D-A34I-01	called	0.78	1.94	0	10	0.78	0.03	new
TCGA-S9-A7QW-01	TCGA-S9-A7QW-01A-11D-A349-01	called	0.94	2.11	0	9	0.95	0.03	new
TCGA-S9-A7QX-01	TCGA-S9-A7QX-01A-11D-A349-01	called	0.72	3.96	1	20	0.83	0.1	new
TCGA-S9-A7QY-01	TCGA-S9-A7QY-01A-11D-A349-01	called	0.69	1.9	0	11	0.68	0.04	new
TCGA-S9-A7QZ-01	TCGA-S9-A7QZ-01A-12D-A34I-01	called	0.73	3.85	1	19	0.84	0.04	new
TCGA-S9-A7R1-01	TCGA-S9-A7R1-01A-12D-A34I-01	called	0.76	3.95	1	19	0.86	0.06	new
TCGA-S9-A7R2-01	TCGA-S9-A7R2-01A-21D-A34I-01	called	0.52	1.96	0	16	0.52	0.04	new
TCGA-S9-A7R3-01	TCGA-S9-A7R3-01A-11D-A34I-01	called	0.74	3.91	1	19	0.85	0.02	new
TCGA-S9-A7R4-01	TCGA-S9-A7R4-01A-12D-A34I-01	called	0.75	4	1	19	0.86	0.03	new
TCGA-S9-A7R7-01	TCGA-S9-A7R7-01A-11D-A34I-01	called	0.45	3.82	1	32	0.61	0.08	new
TCGA-S9-A7R8-01	TCGA-S9-A7R8-01A-11D-A34I-01	called	0.87	1.97	0	9	0.87	0.02	new
TCGA-S9-A89V-01	TCGA-S9-A89V-01A-11D-A36N-01	called	0.34	3.67	1	40	0.48	0.09	new
TCGA-S9-A89Z-01	TCGA-S9-A89Z-01A-11D-A36N-01	called	0.83	1.95	0	9	0.82	0.21	new
TCGA-TM-A7C3-01	TCGA-TM-A7C3-01A-11D-A32A-01	called	0.88	2.03	0	9	0.88	0.12	new
TCGA-TM-A7C4-01	TCGA-TM-A7C4-01A-11D-A32A-01	called	0.68	1.98	0	12	0.68	0.01	new
TCGA-TM-A7C5-01	TCGA-TM-A7C5-01A-11D-A32A-01	called	0.89	1.85	0	8	0.88	0.08	new
TCGA-TM-A7CA-01	TCGA-TM-A7CA-01A-21D-A33S-01	called	0.67	2.02	0	12	0.67	0.05	new
TCGA-TM-A7CF-01	TCGA-TM-A7CF-01A-11D-A32A-01	called	0.64	3.94	1	21	0.78	0.31	new
TCGA-TM-A84B-01	TCGA-TM-A84B-01A-11D-A36N-01	called	0.93	2.03	0	9	0.94	0.03	new
TCGA-TM-A84C-01	TCGA-TM-A84C-01A-11D-A36N-01	called	0.66	2	0	12	0.66	0	new
TCGA-TM-A84F-01	TCGA-TM-A84F-01A-11D-A36N-01	called	0.54	1.98	0	15	0.54	0.04	new
TCGA-TM-A84G-01	TCGA-TM-A84G-01A-11D-A36N-01	called	0.87	1.93	0	9	0.87	0.05	new
TCGA-TM-A84H-01	TCGA-TM-A84H-01A-11D-A36N-01	called	0.73	2.14	0	12	0.75	0.04	new
TCGA-TM-A84I-01	TCGA-TM-A84I-01A-11D-A36N-01	called	0.85	3.83	1	17	0.91	0.15	new
TCGA-TM-A84J-01	TCGA-TM-A84J-01A-11D-A36N-01	called	0.91	3.93	1	17	0.95	0.17	new
TCGA-TM-A84L-01	TCGA-TM-A84L-01A-11D-A36N-01	called	0.67	1.97	0	12	0.67	0	new
TCGA-TM-A84M-01	TCGA-TM-A84M-01A-11D-A36N-01	called	0.98	1.96	0	8	0.98	0.07	new
TCGA-TM-A84O-01	TCGA-TM-A84O-01A-11D-A36N-01	called	0.79	1.94	0	10	0.78	0	new
TCGA-TM-A84Q-01	TCGA-TM-A84Q-01A-11D-A36N-01	called	0.7	4.03	1	20	0.83	0.22	new
TCGA-TM-A84R-01	TCGA-TM-A84R-01A-21D-A36N-01	called	0.35	1.94	0	28	0.34	0.07	new
